Date,AAPL,AMZN,GOOGL,META,MSFT
2021-01-05,0.012287832229454471,0.009954646073317086,0.008031939411144981,0.007519966088326107,0.0009642298937658889
2021-01-06,-0.034240950200794526,-0.025211776834210834,-0.009916585404235996,-0.028675984319746453,-0.0262713576879733
2021-01-07,0.033553762201929446,0.007548565530855581,0.0294312819555009,0.02041209704909576,0.02805964905179919
2021-01-08,0.008594347328353617,0.006474509430722278,0.013151890165299482,-0.004363085367161056,0.006074453491486756
2021-01-11,-0.023523496699268696,-0.021754382256951105,-0.023376922872444326,-0.04092799589506051,-0.00974607056271183
2021-01-12,-0.001396258883602516,0.002123540741920703,-0.010796620039898565,-0.02264176479029642,-0.011840401895697638
2021-01-13,0.01609646016222849,0.014335165650269394,0.005636224773828136,0.0021880075837499803,0.006538924221091343
2021-01-14,-0.015243040274189093,-0.01220978211670719,-0.009390087329938677,-0.024132301820490733,-0.015465245420842313
2021-01-15,-0.013825434090696562,-0.007452299659631569,-0.0019084360399990287,0.023019029734304502,-0.00173834459955942
2021-01-19,0.005412370228722845,0.005304424924284414,0.0323769562877181,0.03801731929531699,0.01766568626854415
2021-01-20,0.03232803994656129,0.044686981065348005,0.052187483567721404,0.02414136482292286,0.035849332957203994
2021-01-21,0.03600222617446493,0.01327491862890803,0.0021677663603524642,0.01995043011874388,0.0028042898636229025
2021-01-22,0.01594576818612887,-0.004473303364494828,0.004453419056362662,0.005955957930730716,0.004346555836620046
2021-01-25,0.027307712527119263,0.0005374909810066927,0.000908517976164203,0.012705952701294487,0.015720135577637736
2021-01-26,0.001677734332771062,0.009706872588035214,0.007190557368492557,0.014427121925964294,0.012125082531186361
2021-01-27,-0.007713406421717305,-0.028528919404602372,-0.04777541535274976,-0.035767579106892655,0.0024503265591049694
2021-01-28,-0.03561152375509895,0.001557905206109897,0.018659910754265867,-0.026586979700251884,0.025561585782521476
2021-01-29,-0.03813898470066965,-0.009752051571646207,-0.014041648865824062,-0.025491940303586983,-0.02960572856105318
2021-02-01,0.01638522435501312,0.041746274050055085,0.03532773969925373,0.0141448632615107,0.032614514785403774
2021-02-02,0.00631670006116278,0.011043015400718599,0.013666814109936483,0.019165416822676463,-0.000584434640852188
2021-02-03,-0.007808998792882406,-0.020163489626646183,0.07029543469152043,-0.0016111295421012018,0.01446643616717502
2021-02-04,0.02543179987055713,0.00556035766663457,-0.002553232678103246,-0.0006003893027002994,-0.004082424951819863
2021-02-05,-0.0031029422150950265,0.0063293425623789645,0.016995231220758744,0.006023496810214448,0.0007849124861061684
2021-02-08,0.0010961280603546206,-0.008751967758836224,-0.002065546730911181,-0.0056856758352832205,0.0011139773202696276
2021-02-09,-0.006595208804859176,-0.005413479034808956,-0.00438954972741588,0.010708482204686927,0.005347380891874104
2021-02-10,-0.0045688255024263075,-0.005588994815406755,0.0053293185653981974,0.008941112290112468,-0.00390484840683976
2021-02-11,-0.0019222485991515308,-0.007467083315264711,0.0010873572294964689,-0.00545851046201425,0.006854048595266792
2021-02-12,0.0017744966482794774,0.004764600739063575,0.0030021477206105198,0.000406682899817055,0.0020429070721158654
2021-02-16,-0.016234916020303032,-0.002676197092374675,0.007451860373053588,0.012746377143739546,-0.005279571405350514
2021-02-17,-0.017801709335082083,0.012068471325383062,0.003745194207171521,-0.0014608250342232358,0.004350413759338701
2021-02-18,-0.008673905176004195,0.005903355134450001,-0.006064810757983063,-0.015397601149548187,-0.001680363388131762
2021-02-19,0.001232623226256739,-0.023816428691007405,-0.008105612707939224,-0.0294963684791523,-0.011634855727751088
2021-02-22,-0.030252030516242735,-0.02151030634661799,-0.016678848064315306,-0.004713757373625299,-0.027174222675226536
2021-02-23,-0.0011115037670890943,0.004316729031036398,0.0028484655660291377,0.02101979520933397,-0.005301632805117697
2021-02-24,-0.004060581701652991,-0.011007327640787778,0.011433751797969644,-0.005847189565537302,0.005472039933459405
2021-02-25,-0.03540187024403215,-0.03293690001850802,-0.033107382368202876,-0.03707548353157571,-0.023990277252434657
2021-02-26,0.002229334658762895,0.011632467716052848,0.002952019412671849,0.011438603560123266,0.01469555223765156
2021-03-01,0.05245109329530649,0.017057488725899683,0.023341906835209536,0.02790443686328765,0.019432961733843363
2021-03-02,-0.021114974801751316,-0.016540301818484742,-0.002505958193232845,-0.022562025107096473,-0.013041556791215742
2021-03-03,-0.024760740106493644,-0.029358478249911932,-0.026042530794380507,-0.0139580133314304,-0.027351434811574173
2021-03-04,-0.015938160870972513,-0.009170074897274566,0.011133965861847844,0.008693194843236156,-0.0036540392796593157
2021-03-05,0.010681179764058975,0.007658083796422065,0.030571158453271637,0.02544568656315288,0.021251769968628695
2021-03-08,-0.04256684148003952,-0.016299583149453855,-0.043650970917437644,-0.03453047707527153,-0.01834520727550511
2021-03-09,0.03984526332137527,0.036879873274693574,0.01623614487743972,0.040039901601913355,0.027713983090409393
2021-03-10,-0.009208999745110587,-0.0017024656850275469,-0.0020458049913132824,-0.0031659696687929935,-0.0058343028883900945
2021-03-11,0.016368165712878167,0.018133028189585527,0.03111399308281024,0.03333760888242846,0.020062253452236025
2021-03-12,-0.007654789259744071,-0.0077703841773409145,-0.024354578147031885,-0.020211649422888802,-0.0058365702509113205
2021-03-15,0.024162424735036853,-0.002531144890792291,0.0021634533151420206,0.0197369088658547,-0.003995077978702171
2021-03-16,0.012662508541005334,0.0032979661178309406,0.014232947765372189,0.019999357394328714,0.01227451416911062
2021-03-17,-0.00647140282840279,0.014089129048404545,-0.0008016010011542363,0.01679486210276078,-0.0028223005864322463
2021-03-18,-0.034493261997122965,-0.03496292546552067,-0.029674036582491653,-0.019160674213126002,-0.027024133832166085
2021-03-19,-0.004490290068460835,0.015392830040768038,0.0027766251775869105,0.04041125502719186,-0.001604975443876628
2021-03-22,0.02794184102696895,0.011610547696605156,0.00183845639069204,0.011753799615005566,0.024189616910057332
2021-03-23,-0.006912782343157322,0.008523856571831514,0.005225814183882435,-0.009962997397305138,0.006714878611792972
2021-03-24,-0.020196087748200073,-0.016203881085462144,-0.0043202189902150296,-0.02964752810785198,-0.008963296291602734
2021-03-25,0.004154933017729548,-0.013307791454017294,-3.4416844953766606e-05,-0.012123914847809334,-0.013339217615116306
2021-03-26,0.00512818665765464,0.0018923206745425616,-0.003810490985168006,0.015238100415210717,0.017661820017016012
2021-03-29,0.0014841862083976526,0.007735312514846097,0.010347603750492571,0.027186909527241974,-0.005257486275893087
2021-03-30,-0.0123507205833376,-0.006667777807782873,0.0003323325443316331,-0.0097439588168228,-0.014515379943763227
2021-03-31,0.01859181659543686,0.012616087083554913,0.007812216729004752,0.022420204341764963,0.016765965544172198
2021-04-01,0.006934522431894876,0.021397878158709596,0.032090181195071406,0.013925035549236808,0.027526251575537636
2021-04-05,0.023303728642642425,0.020580800847156144,0.04101984318639641,0.03374435966666023,0.027350926393404182
2021-04-06,0.002459199604768341,-0.0009022971624071701,-0.004380985714456439,-0.00861567338965464,-0.0048696953094671605
2021-04-07,0.013301443320950786,0.01709045911872312,0.013385077682723503,0.022056280523114036,0.008196662174639326
2021-04-08,0.019051074200450033,0.006052887214350471,0.005078656571240819,-0.00022361774534337262,0.013316246425162317
2021-04-09,0.020049268240168616,0.021855051421528913,0.008953554911853465,-0.0017907444233819956,0.01021412991486899
2021-04-12,-0.013321296888708516,0.002129852126864464,-0.011538698909595007,-0.0029485785538065227,0.00023450018674638619
2021-04-13,0.024015804805507978,0.006080225513606812,0.004361016790583046,-0.005729992722770145,0.01003122447242218
2021-04-14,-0.018014377578039698,-0.019902668921269934,-0.005569141306625662,-0.022659193104047484,-0.011282300452553302
2021-04-15,0.01853502841380694,0.013733669660684043,0.01914731317449806,0.016376679812593126,0.015181962564174985
2021-04-16,-0.0025311852834586273,0.006004280530908502,-0.0010945619824675437,-0.005342258958454118,0.004767085610975893
2021-04-19,0.005055747690968869,-0.008101740463144907,0.0030662043429057675,-0.012951728763908033,-0.007700078589084841
2021-04-20,-0.012912767750297281,-0.011129268476364956,-0.004705878368967783,0.0013557523414639316,-0.001856742334549415
2021-04-21,0.002925542979090702,0.008162267510845943,-0.00028957796171339025,-0.003906511695623282,0.008942853034886481
2021-04-22,-0.011754115222595157,-0.015883879438343667,-0.011401971391891636,-0.016555897499202055,-0.01317253077668875
2021-04-23,0.01787776264326381,0.009576191314045886,0.020829153690680335,0.015427335173279207,0.01535752995338996
2021-04-26,0.00297346742271473,0.020184691912166108,0.004338430536198628,0.006322671986321675,0.001530655162219754
2021-04-27,-0.0024527398322021425,0.0024698649221989518,-0.008237453487797013,0.0017475617314855465,0.0016044462674162248
2021-04-28,-0.006045575440472505,0.011946146532530181,0.029275006865113213,0.011561336701952436,-0.02869333187104842
2021-04-29,-0.0007486434484422667,0.003697092085053035,0.014192807024796708,0.07043327353656405,-0.008085717523312193
2021-04-30,-0.015249288361393231,-0.0011212645540177846,-0.01654393770575963,-0.013535653098337637,-0.0013078817414809612
2021-05-03,0.008182122801527901,-0.02361686640013657,-0.004437185946831161,-0.007719974433052948,-0.0012696555763373548
2021-05-04,-0.0360268882612694,-0.022280927908247625,-0.015592182964913345,-0.01316837583050057,-0.016291767390522186
2021-05-05,0.0019535835950425873,-0.012557955081461925,0.003436151597622438,-0.010546599865309697,-0.0053412294038020485
2021-05-06,0.01272147237874495,0.010895826077640012,0.009707374442505143,0.015747318956075677,0.013139969504134904
2021-05-07,0.00531315885605118,-0.004474051509126132,0.006218462883673354,-0.002941710773357929,0.010872562045392426
2021-05-10,-0.026143352979684866,-0.031202294199865952,-0.025920547881985917,-0.041954649270735334,-0.02113591771481358
2021-05-11,-0.0074379784015581605,0.010420336143649124,-0.009509481887501224,0.0018285929704769293,-0.0038510298579724498
2021-05-12,-0.025254668712114344,-0.022576744303825176,-0.031235279040700302,-0.013069383956553163,-0.02980235617095587
2021-05-13,0.01776107697817638,0.0030189822880309276,0.013000063125024806,0.008917393603231913,0.01672141908758902
2021-05-14,0.019650289995751438,0.019244482527551766,0.021893748461351052,0.03438849165694792,0.020848465817865085
2021-05-17,-0.009301655934507224,0.01462764646007257,0.004615362668519904,-0.001520379275000359,-0.012040908435694728
2021-05-18,-0.011309450502587975,-0.011721487581113643,-0.011622966672910203,-0.017588652876090356,-0.008601872763851014
2021-05-19,-0.0012822965801562321,-0.00014852585753418506,0.003983254528541957,0.011643073423734936,0.0024709111561691593
2021-05-20,0.02079439103906539,0.004901676923524499,0.015485973528823489,0.01588135861062534,0.013725755382720375
2021-05-21,-0.014877216598513801,-0.013828021471269424,-0.005572746108715428,-0.007497808520351721,-0.005329074453393276
2021-05-24,0.013226338430107966,0.0129993563234214,0.02874857926255668,0.026216195937416076,0.022624247913077312
